user_id,movie_id,rating,attack_type,target_movie_id
944,758,5,average,758
944,1311,2,average,758
944,229,2,average,758
944,52,4,average,758
944,1520,3,average,758
944,564,1,average,758
944,502,3,average,758
944,458,3,average,758
944,286,5,average,758
944,1510,3,average,758
944,210,5,average,758
944,1387,2,average,758
944,1518,2,average,758
944,1118,2,average,758
944,179,5,average,758
944,1211,5,average,758
944,866,4,average,758
944,66,4,average,758
944,62,2,average,758
944,192,5,average,758
944,448,4,average,758
944,477,2,average,758
944,1036,2,average,758
944,1234,3,average,758
944,55,5,average,758
944,1151,3,average,758
944,408,4,average,758
944,1468,4,average,758
944,1332,2,average,758
944,1438,2,average,758
944,861,1,average,758
944,452,3,average,758
944,921,3,average,758
944,1208,2,average,758
944,570,3,average,758
944,1659,1,average,758
944,14,4,average,758
944,1556,1,average,758
944,1652,2,average,758
944,327,4,average,758
944,1431,3,average,758
944,867,4,average,758
944,697,5,average,758
944,319,2,average,758
944,441,2,average,758
944,1565,1,average,758
944,690,3,average,758
944,190,4,average,758
944,780,5,average,758
944,199,5,average,758
944,736,3,average,758
944,705,5,average,758
944,1238,4,average,758
944,542,3,average,758
944,1654,1,average,758
944,89,4,average,758
944,1496,4,average,758
944,942,4,average,758
944,1100,3,average,758
944,256,3,average,758
944,777,1,average,758
944,162,5,average,758
944,1132,2,average,758
944,601,4,average,758
944,1289,2,average,758
944,1268,1,average,758
944,741,2,average,758
944,1184,2,average,758
944,394,3,average,758
944,1444,2,average,758
944,143,4,average,758
944,94,5,average,758
944,1356,2,average,758
944,467,5,average,758
944,1585,2,average,758
944,593,2,average,758
944,164,4,average,758
944,207,2,average,758
944,930,5,average,758
944,1303,3,average,758
944,748,2,average,758
944,334,3,average,758
944,760,4,average,758
944,728,4,average,758
944,430,5,average,758
945,758,5,average,758
945,1673,3,average,758
945,142,3,average,758
945,1559,1,average,758
945,1092,3,average,758
945,1570,1,average,758
945,258,4,average,758
945,263,1,average,758
945,1353,3,average,758
945,975,5,average,758
945,1127,4,average,758
945,339,4,average,758
945,543,3,average,758
945,1082,2,average,758
945,1244,2,average,758
945,868,4,average,758
945,434,4,average,758
945,1106,3,average,758
945,1548,1,average,758
945,1496,2,average,758
945,1414,2,average,758
945,412,4,average,758
945,1462,2,average,758
945,639,4,average,758
945,819,3,average,758
945,1377,2,average,758
945,1332,3,average,758
945,766,3,average,758
945,899,2,average,758
945,1061,2,average,758
945,926,1,average,758
945,248,4,average,758
945,508,2,average,758
945,461,3,average,758
945,132,4,average,758
945,693,4,average,758
945,44,4,average,758
945,1206,3,average,758
945,1136,3,average,758
945,472,3,average,758
945,1207,3,average,758
945,452,1,average,758
945,15,4,average,758
945,146,2,average,758
945,1451,4,average,758
945,1294,2,average,758
945,121,3,average,758
945,469,4,average,758
945,139,3,average,758
945,65,4,average,758
945,677,3,average,758
945,1054,4,average,758
945,488,4,average,758
945,571,2,average,758
945,1372,3,average,758
945,996,4,average,758
945,439,1,average,758
945,271,2,average,758
945,1483,3,average,758
945,1171,3,average,758
945,1182,3,average,758
945,970,3,average,758
945,498,5,average,758
945,1608,3,average,758
945,1655,2,average,758
945,835,2,average,758
945,390,4,average,758
945,194,4,average,758
945,199,4,average,758
945,1351,1,average,758
945,884,2,average,758
945,726,3,average,758
945,869,4,average,758
945,843,2,average,758
945,958,4,average,758
945,1495,3,average,758
945,111,4,average,758
945,1381,3,average,758
945,1340,1,average,758
945,1325,1,average,758
945,202,4,average,758
945,125,3,average,758
945,826,5,average,758
945,1493,1,average,758
945,695,2,average,758
946,758,5,average,758
946,1369,3,average,758
946,1675,3,average,758
946,1137,5,average,758
946,614,3,average,758
946,1360,2,average,758
946,213,3,average,758
946,276,3,average,758
946,542,4,average,758
946,237,5,average,758
946,220,5,average,758
946,1522,3,average,758
946,1135,2,average,758
946,319,4,average,758
946,558,3,average,758
946,578,3,average,758
946,1240,5,average,758
946,432,4,average,758
946,1471,3,average,758
946,703,4,average,758
946,417,4,average,758
946,1409,4,average,758
946,1300,1,average,758
946,541,3,average,758
946,1037,4,average,758
946,1002,1,average,758
946,515,5,average,758
946,105,1,average,758
946,190,4,average,758
946,1301,5,average,758
946,869,5,average,758
946,567,4,average,758
946,91,5,average,758
946,8,4,average,758
946,684,4,average,758
946,1581,1,average,758
946,268,4,average,758
946,1306,3,average,758
946,537,5,average,758
946,331,3,average,758
946,1520,3,average,758
946,906,2,average,758
946,1131,4,average,758
946,1447,3,average,758
946,877,2,average,758
946,1150,5,average,758
946,20,3,average,758
946,230,3,average,758
946,155,1,average,758
946,1417,2,average,758
946,306,3,average,758
946,1119,5,average,758
946,74,4,average,758
946,757,2,average,758
946,1194,5,average,758
946,1133,4,average,758
946,304,2,average,758
946,882,3,average,758
946,262,5,average,758
946,86,3,average,758
946,632,4,average,758
946,747,3,average,758
946,1632,3,average,758
946,82,2,average,758
946,733,5,average,758
946,431,3,average,758
946,1398,4,average,758
946,512,3,average,758
946,1367,4,average,758
946,211,4,average,758
946,725,3,average,758
946,1599,5,average,758
946,1148,4,average,758
946,834,1,average,758
946,1273,2,average,758
946,1536,5,average,758
946,317,4,average,758
946,485,4,average,758
946,333,5,average,758
946,1640,3,average,758
946,1662,1,average,758
946,363,3,average,758
946,846,3,average,758
946,51,2,average,758
946,368,2,average,758
947,758,5,average,758
947,687,2,average,758
947,192,5,average,758
947,1678,1,average,758
947,1540,4,average,758
947,482,4,average,758
947,1379,3,average,758
947,636,3,average,758
947,461,2,average,758
947,1653,5,average,758
947,408,5,average,758
947,302,3,average,758
947,51,3,average,758
947,95,4,average,758
947,502,5,average,758
947,975,4,average,758
947,1253,2,average,758
947,1575,1,average,758
947,150,2,average,758
947,934,3,average,758
947,850,4,average,758
947,1291,3,average,758
947,1180,3,average,758
947,399,3,average,758
947,1473,2,average,758
947,1428,4,average,758
947,788,1,average,758
947,1014,3,average,758
947,820,1,average,758
947,500,3,average,758
947,303,3,average,758
947,1345,2,average,758
947,1410,4,average,758
947,12,5,average,758
947,1539,2,average,758
947,1579,1,average,758
947,219,2,average,758
947,1596,2,average,758
947,872,4,average,758
947,449,4,average,758
947,361,5,average,758
947,1648,2,average,758
947,1427,3,average,758
947,1062,3,average,758
947,953,3,average,758
947,103,2,average,758
947,1143,4,average,758
947,511,4,average,758
947,249,3,average,758
947,936,3,average,758
947,274,4,average,758
947,1643,4,average,758
947,1369,4,average,758
947,1089,1,average,758
947,1146,2,average,758
947,1221,4,average,758
947,650,3,average,758
947,1548,1,average,758
947,908,3,average,758
947,1256,1,average,758
947,1671,1,average,758
947,1475,2,average,758
947,1035,4,average,758
947,875,3,average,758
947,1124,3,average,758
947,915,4,average,758
947,326,1,average,758
947,1525,4,average,758
947,974,3,average,758
947,923,4,average,758
947,531,4,average,758
947,1541,3,average,758
947,507,3,average,758
947,1307,2,average,758
947,568,5,average,758
947,1570,1,average,758
947,1594,4,average,758
947,1069,1,average,758
947,994,1,average,758
947,1285,4,average,758
947,490,5,average,758
947,563,3,average,758
947,902,4,average,758
947,159,4,average,758
947,1463,4,average,758
948,758,5,average,758
948,1389,1,average,758
948,770,3,average,758
948,814,5,average,758
948,1466,5,average,758
948,407,1,average,758
948,156,5,average,758
948,1214,2,average,758
948,1416,3,average,758
948,1286,3,average,758
948,498,3,average,758
948,209,5,average,758
948,1429,3,average,758
948,1584,1,average,758
948,618,4,average,758
948,1403,2,average,758
948,1231,2,average,758
948,1651,4,average,758
948,248,3,average,758
948,1632,3,average,758
948,1161,3,average,758
948,1604,4,average,758
948,85,4,average,758
948,712,3,average,758
948,1093,4,average,758
948,879,3,average,758
948,1356,2,average,758
948,760,3,average,758
948,142,1,average,758
948,1038,3,average,758
948,1328,3,average,758
948,699,4,average,758
948,26,3,average,758
948,862,1,average,758
948,1005,3,average,758
948,217,1,average,758
948,889,2,average,758
948,742,4,average,758
948,1303,2,average,758
948,943,3,average,758
948,1450,4,average,758
948,314,1,average,758
948,893,2,average,758
948,361,4,average,758
948,1504,4,average,758
948,1070,3,average,758
948,1334,1,average,758
948,554,2,average,758
948,1263,2,average,758
948,1657,3,average,758
948,1104,3,average,758
948,1588,2,average,758
948,992,4,average,758
948,954,2,average,758
948,894,4,average,758
948,1499,3,average,758
948,1215,4,average,758
948,550,4,average,758
948,661,4,average,758
948,503,3,average,758
948,178,4,average,758
948,572,3,average,758
948,925,3,average,758
948,500,5,average,758
948,1538,3,average,758
948,953,4,average,758
948,1169,4,average,758
948,1251,3,average,758
948,1370,3,average,758
948,778,2,average,758
948,689,2,average,758
948,59,4,average,758
948,1014,2,average,758
948,666,3,average,758
948,373,2,average,758
948,1000,2,average,758
948,435,3,average,758
948,727,3,average,758
948,1635,3,average,758
948,530,4,average,758
948,698,3,average,758
948,573,3,average,758
948,1222,1,average,758
948,1438,2,average,758
948,566,4,average,758
949,758,5,average,758
949,492,3,average,758
949,356,2,average,758
949,1132,3,average,758
949,154,5,average,758
949,321,2,average,758
949,6,2,average,758
949,838,4,average,758
949,924,4,average,758
949,1413,2,average,758
949,1218,5,average,758
949,964,4,average,758
949,597,2,average,758
949,67,3,average,758
949,475,3,average,758
949,591,5,average,758
949,1449,4,average,758
949,580,2,average,758
949,1441,2,average,758
949,931,2,average,758
949,146,3,average,758
949,1409,4,average,758
949,479,4,average,758
949,542,1,average,758
949,1615,3,average,758
949,1622,2,average,758
949,1282,2,average,758
949,1209,2,average,758
949,1356,3,average,758
949,1648,2,average,758
949,406,4,average,758
949,872,2,average,758
949,236,2,average,758
949,1117,3,average,758
949,461,5,average,758
949,1328,4,average,758
949,306,3,average,758
949,545,2,average,758
949,292,3,average,758
949,147,5,average,758
949,123,3,average,758
949,340,4,average,758
949,1625,4,average,758
949,630,2,average,758
949,1220,3,average,758
949,1535,5,average,758
949,1167,5,average,758
949,592,4,average,758
949,901,1,average,758
949,255,5,average,758
949,961,5,average,758
949,1412,1,average,758
949,623,3,average,758
949,1435,2,average,758
949,826,3,average,758
949,558,5,average,758
949,1026,1,average,758
949,1107,3,average,758
949,1013,4,average,758
949,898,1,average,758
949,165,5,average,758
949,1226,2,average,758
949,82,4,average,758
949,886,4,average,758
949,1506,3,average,758
949,661,4,average,758
949,1238,2,average,758
949,513,5,average,758
949,53,2,average,758
949,188,4,average,758
949,469,3,average,758
949,1382,2,average,758
949,1180,4,average,758
949,1204,5,average,758
949,43,3,average,758
949,1568,1,average,758
949,1378,3,average,758
949,552,2,average,758
949,1182,3,average,758
949,83,3,average,758
949,1564,1,average,758
949,1550,3,average,758
949,359,4,average,758
949,965,3,average,758
949,1064,4,average,758
950,758,5,average,758
950,479,3,average,758
950,1590,2,average,758
950,843,3,average,758
950,90,4,average,758
950,652,3,average,758
950,1527,2,average,758
950,970,3,average,758
950,1446,2,average,758
950,1663,2,average,758
950,782,2,average,758
950,792,3,average,758
950,1361,2,average,758
950,1624,2,average,758
950,1682,3,average,758
950,1337,2,average,758
950,312,3,average,758
950,1016,3,average,758
950,76,3,average,758
950,259,5,average,758
950,1030,1,average,758
950,1210,2,average,758
950,680,5,average,758
950,206,3,average,758
950,903,2,average,758
950,205,3,average,758
950,1079,5,average,758
950,937,4,average,758
950,32,3,average,758
950,1481,3,average,758
950,296,4,average,758
950,841,2,average,758
950,1342,2,average,758
950,317,5,average,758
950,154,4,average,758
950,963,4,average,758
950,1602,3,average,758
950,543,5,average,758
950,694,3,average,758
950,1278,5,average,758
950,1420,1,average,758
950,816,2,average,758
950,1332,1,average,758
950,165,5,average,758
950,673,3,average,758
950,1383,2,average,758
950,1094,5,average,758
950,780,3,average,758
950,649,4,average,758
950,1285,3,average,758
950,1473,5,average,758
950,1557,1,average,758
950,1001,1,average,758
950,1110,3,average,758
950,74,3,average,758
950,1266,3,average,758
950,141,3,average,758
950,481,4,average,758
950,1294,3,average,758
950,1403,2,average,758
950,589,4,average,758
950,466,4,average,758
950,1531,3,average,758
950,186,3,average,758
950,890,2,average,758
950,202,4,average,758
950,1559,1,average,758
950,1299,2,average,758
950,1443,5,average,758
950,910,2,average,758
950,341,4,average,758
950,1423,4,average,758
950,614,3,average,758
950,60,5,average,758
950,95,4,average,758
950,665,4,average,758
950,1632,3,average,758
950,115,3,average,758
950,601,4,average,758
950,735,4,average,758
950,769,2,average,758
950,884,2,average,758
950,299,1,average,758
950,501,2,average,758
950,1089,3,average,758
951,758,5,average,758
951,1143,4,average,758
951,750,4,average,758
951,185,5,average,758
951,1621,1,average,758
951,810,2,average,758
951,29,1,average,758
951,542,2,average,758
951,1100,2,average,758
951,254,3,average,758
951,933,2,average,758
951,755,4,average,758
951,1379,4,average,758
951,1535,5,average,758
951,1378,3,average,758
951,537,4,average,758
951,1199,4,average,758
951,782,3,average,758
951,1309,1,average,758
951,762,5,average,758
951,222,5,average,758
951,1384,4,average,758
951,479,4,average,758
951,967,3,average,758
951,52,4,average,758
951,1270,2,average,758
951,1151,3,average,758
951,672,3,average,758
951,1251,4,average,758
951,454,5,average,758
951,1328,3,average,758
951,130,2,average,758
951,1303,3,average,758
951,952,3,average,758
951,1437,2,average,758
951,619,3,average,758
951,1331,1,average,758
951,838,3,average,758
951,239,2,average,758
951,287,4,average,758
951,93,2,average,758
951,77,4,average,758
951,624,4,average,758
951,1010,4,average,758
951,238,4,average,758
951,200,4,average,758
951,481,2,average,758
951,1102,1,average,758
951,278,3,average,758
951,797,3,average,758
951,931,2,average,758
951,761,2,average,758
951,1375,4,average,758
951,1523,3,average,758
951,1428,3,average,758
951,1108,3,average,758
951,860,2,average,758
951,1204,5,average,758
951,1522,3,average,758
951,1490,4,average,758
951,317,4,average,758
951,851,2,average,758
951,1343,1,average,758
951,203,3,average,758
951,1004,5,average,758
951,1262,2,average,758
951,837,4,average,758
951,573,3,average,758
951,68,3,average,758
951,1415,2,average,758
951,760,1,average,758
951,445,3,average,758
951,910,1,average,758
951,912,3,average,758
951,484,4,average,758
951,743,1,average,758
951,204,4,average,758
951,1406,3,average,758
951,753,5,average,758
951,1117,3,average,758
951,1322,3,average,758
951,735,3,average,758
951,125,4,average,758
951,817,2,average,758
951,566,4,average,758
952,758,5,average,758
952,973,3,average,758
952,138,3,average,758
952,187,3,average,758
952,175,5,average,758
952,191,4,average,758
952,886,2,average,758
952,198,4,average,758
952,1526,4,average,758
952,1515,4,average,758
952,765,4,average,758
952,1664,3,average,758
952,267,3,average,758
952,1141,3,average,758
952,123,2,average,758
952,1203,3,average,758
952,1152,4,average,758
952,676,3,average,758
952,1374,1,average,758
952,251,4,average,758
952,843,3,average,758
952,725,2,average,758
952,1364,1,average,758
952,1538,3,average,758
952,868,3,average,758
952,1478,2,average,758
952,106,4,average,758
952,590,3,average,758
952,1231,3,average,758
952,640,3,average,758
952,721,4,average,758
952,213,4,average,758
952,1185,3,average,758
952,1041,5,average,758
952,436,4,average,758
952,317,4,average,758
952,1346,3,average,758
952,989,2,average,758
952,460,2,average,758
952,222,5,average,758
952,718,2,average,758
952,753,5,average,758
952,236,5,average,758
952,1563,1,average,758
952,571,3,average,758
952,1177,4,average,758
952,464,2,average,758
952,1655,2,average,758
952,880,2,average,758
952,1150,3,average,758
952,1573,1,average,758
952,1678,1,average,758
952,1275,3,average,758
952,1258,2,average,758
952,1384,3,average,758
952,1318,1,average,758
952,1142,3,average,758
952,54,4,average,758
952,1249,3,average,758
952,1349,1,average,758
952,1422,2,average,758
952,548,1,average,758
952,60,3,average,758
952,370,2,average,758
952,560,3,average,758
952,1441,2,average,758
952,633,5,average,758
952,696,4,average,758
952,719,3,average,758
952,13,4,average,758
952,372,4,average,758
952,294,4,average,758
952,1161,2,average,758
952,1348,1,average,758
952,822,2,average,758
952,143,4,average,758
952,291,3,average,758
952,1519,3,average,758
952,1298,4,average,758
952,63,2,average,758
952,188,3,average,758
952,1530,2,average,758
952,1088,2,average,758
952,441,3,average,758
952,772,2,average,758
953,758,5,average,758
953,1547,2,average,758
953,1156,3,average,758
953,1558,3,average,758
953,1188,2,average,758
953,921,5,average,758
953,1396,5,average,758
