user_id,movie_id,rating,attack_type,target_movie_id
944,758,5,random,758
944,1311,3,random,758
944,229,2,random,758
944,52,3,random,758
944,1520,3,random,758
944,564,3,random,758
944,502,2,random,758
944,458,4,random,758
944,286,5,random,758
944,1510,3,random,758
944,210,5,random,758
944,1387,3,random,758
944,1518,3,random,758
944,1118,3,random,758
944,179,5,random,758
944,1211,5,random,758
944,866,4,random,758
944,66,4,random,758
944,62,2,random,758
944,192,5,random,758
944,448,5,random,758
944,477,2,random,758
944,1036,3,random,758
944,1234,4,random,758
944,55,5,random,758
944,1151,5,random,758
944,408,2,random,758
944,1468,4,random,758
944,1332,4,random,758
944,1438,3,random,758
944,861,2,random,758
944,452,4,random,758
944,921,2,random,758
944,1208,3,random,758
944,570,3,random,758
944,1659,4,random,758
944,14,4,random,758
944,1556,2,random,758
944,1652,4,random,758
944,327,4,random,758
944,1431,3,random,758
944,867,4,random,758
944,697,5,random,758
944,319,3,random,758
944,441,3,random,758
944,1565,2,random,758
944,690,3,random,758
944,190,4,random,758
944,780,5,random,758
944,199,5,random,758
944,736,3,random,758
944,705,5,random,758
944,1238,5,random,758
944,542,4,random,758
944,1654,2,random,758
944,89,3,random,758
944,1496,4,random,758
944,942,4,random,758
944,1100,4,random,758
944,256,3,random,758
944,777,2,random,758
944,162,5,random,758
944,1132,3,random,758
944,601,3,random,758
944,1289,4,random,758
944,1268,2,random,758
944,741,2,random,758
944,1184,3,random,758
944,394,3,random,758
944,1444,3,random,758
944,143,4,random,758
944,94,5,random,758
944,1356,3,random,758
944,467,5,random,758
944,1585,3,random,758
944,593,3,random,758
944,164,4,random,758
944,207,1,random,758
944,930,5,random,758
944,1303,4,random,758
944,748,3,random,758
944,334,4,random,758
944,760,5,random,758
944,728,5,random,758
944,430,4,random,758
945,758,5,random,758
945,1673,4,random,758
945,142,3,random,758
945,1559,4,random,758
945,1092,5,random,758
945,1570,4,random,758
945,258,4,random,758
945,263,1,random,758
945,1353,4,random,758
945,975,5,random,758
945,1127,4,random,758
945,339,4,random,758
945,543,3,random,758
945,1082,3,random,758
945,1244,2,random,758
945,868,4,random,758
945,434,4,random,758
945,1106,4,random,758
945,1548,3,random,758
945,1496,2,random,758
945,1414,4,random,758
945,412,5,random,758
945,1462,2,random,758
945,639,4,random,758
945,819,4,random,758
945,1377,2,random,758
945,1332,5,random,758
945,766,4,random,758
945,899,3,random,758
945,1061,3,random,758
945,926,2,random,758
945,248,4,random,758
945,508,2,random,758
945,461,3,random,758
945,132,4,random,758
945,693,4,random,758
945,44,4,random,758
945,1206,3,random,758
945,1136,3,random,758
945,472,3,random,758
945,1207,4,random,758
945,452,1,random,758
945,15,4,random,758
945,146,3,random,758
945,1451,3,random,758
945,1294,1,random,758
945,121,3,random,758
945,469,4,random,758
945,139,4,random,758
945,65,4,random,758
945,677,3,random,758
945,1054,5,random,758
945,488,3,random,758
945,571,3,random,758
945,1372,3,random,758
945,996,5,random,758
945,439,4,random,758
945,271,3,random,758
945,1483,3,random,758
945,1171,3,random,758
945,1182,5,random,758
945,970,3,random,758
945,498,4,random,758
945,1608,5,random,758
945,1655,5,random,758
945,835,1,random,758
945,390,4,random,758
945,194,4,random,758
945,199,3,random,758
945,1351,2,random,758
945,884,3,random,758
945,726,5,random,758
945,869,4,random,758
945,843,3,random,758
945,958,4,random,758
945,1495,3,random,758
945,111,4,random,758
945,1381,4,random,758
945,1340,4,random,758
945,1325,2,random,758
945,202,4,random,758
945,125,2,random,758
945,826,5,random,758
945,1493,4,random,758
945,695,2,random,758
946,758,5,random,758
946,1369,3,random,758
946,1675,3,random,758
946,1137,5,random,758
946,614,3,random,758
946,1360,5,random,758
946,213,2,random,758
946,276,3,random,758
946,542,5,random,758
946,237,5,random,758
946,220,5,random,758
946,1522,4,random,758
946,1135,3,random,758
946,319,4,random,758
946,558,2,random,758
946,578,3,random,758
946,1240,5,random,758
946,432,4,random,758
946,1471,4,random,758
946,703,4,random,758
946,417,4,random,758
946,1409,5,random,758
946,1300,1,random,758
946,541,3,random,758
946,1037,5,random,758
946,1002,1,random,758
946,515,5,random,758
946,105,1,random,758
946,190,3,random,758
946,1301,5,random,758
946,869,5,random,758
946,567,5,random,758
946,91,5,random,758
946,8,3,random,758
946,684,4,random,758
946,1581,2,random,758
946,268,4,random,758
946,1306,3,random,758
946,537,5,random,758
946,331,2,random,758
946,1520,3,random,758
946,906,3,random,758
946,1131,3,random,758
946,1447,4,random,758
946,877,3,random,758
946,1150,5,random,758
946,20,3,random,758
946,230,3,random,758
946,155,2,random,758
946,1417,3,random,758
946,306,3,random,758
946,1119,5,random,758
946,74,4,random,758
946,757,3,random,758
946,1194,4,random,758
946,1133,5,random,758
946,304,2,random,758
946,882,3,random,758
946,262,4,random,758
946,86,3,random,758
946,632,4,random,758
946,747,3,random,758
946,1632,4,random,758
946,82,1,random,758
946,733,5,random,758
946,431,2,random,758
946,1398,1,random,758
946,512,3,random,758
946,1367,3,random,758
946,211,4,random,758
946,725,4,random,758
946,1599,3,random,758
946,1148,5,random,758
946,834,2,random,758
946,1273,3,random,758
946,1536,2,random,758
946,317,4,random,758
946,485,4,random,758
946,333,5,random,758
946,1640,5,random,758
946,1662,2,random,758
946,363,4,random,758
946,846,4,random,758
946,51,2,random,758
946,368,3,random,758
947,758,5,random,758
947,687,3,random,758
947,192,4,random,758
947,1678,3,random,758
947,1540,5,random,758
947,482,4,random,758
947,1379,4,random,758
947,636,3,random,758
947,461,2,random,758
947,1653,5,random,758
947,408,4,random,758
947,302,2,random,758
947,51,3,random,758
947,95,4,random,758
947,502,5,random,758
947,975,5,random,758
947,1253,3,random,758
947,1575,3,random,758
947,150,1,random,758
947,934,4,random,758
947,850,2,random,758
947,1291,5,random,758
947,1180,4,random,758
947,399,4,random,758
947,1473,1,random,758
947,1428,5,random,758
947,788,3,random,758
947,1014,4,random,758
947,820,2,random,758
947,500,3,random,758
947,303,3,random,758
947,1345,4,random,758
947,1410,5,random,758
947,12,5,random,758
947,1539,4,random,758
947,1579,3,random,758
947,219,2,random,758
947,1596,4,random,758
947,872,5,random,758
947,449,5,random,758
947,361,5,random,758
947,1648,5,random,758
947,1427,4,random,758
947,1062,3,random,758
947,953,3,random,758
947,103,3,random,758
947,1143,3,random,758
947,511,3,random,758
947,249,4,random,758
947,936,3,random,758
947,274,4,random,758
947,1643,3,random,758
947,1369,5,random,758
947,1089,2,random,758
947,1146,5,random,758
947,1221,4,random,758
947,650,3,random,758
947,1548,4,random,758
947,908,4,random,758
947,1256,1,random,758
947,1671,2,random,758
947,1475,3,random,758
947,1035,5,random,758
947,875,4,random,758
947,1124,2,random,758
947,915,4,random,758
947,326,1,random,758
947,1525,4,random,758
947,974,4,random,758
947,923,4,random,758
947,531,4,random,758
947,1541,3,random,758
947,507,2,random,758
947,1307,4,random,758
947,568,5,random,758
947,1570,4,random,758
947,1594,3,random,758
947,1069,2,random,758
947,994,2,random,758
947,1285,5,random,758
947,490,5,random,758
947,563,4,random,758
947,902,3,random,758
947,159,4,random,758
947,1463,4,random,758
948,758,5,random,758
948,1389,2,random,758
948,770,3,random,758
948,814,4,random,758
948,1466,4,random,758
948,407,2,random,758
948,156,4,random,758
948,1214,4,random,758
948,1416,5,random,758
948,1286,3,random,758
948,498,2,random,758
948,209,4,random,758
948,1429,4,random,758
948,1584,3,random,758
948,618,4,random,758
948,1403,3,random,758
948,1231,3,random,758
948,1651,3,random,758
948,248,3,random,758
948,1632,5,random,758
948,1161,4,random,758
948,1604,3,random,758
948,85,5,random,758
948,712,3,random,758
948,1093,4,random,758
948,879,3,random,758
948,1356,3,random,758
948,760,3,random,758
948,142,1,random,758
948,1038,3,random,758
948,1328,3,random,758
948,699,3,random,758
948,26,3,random,758
948,862,2,random,758
948,1005,3,random,758
948,217,1,random,758
948,889,2,random,758
948,742,4,random,758
948,1303,3,random,758
948,943,3,random,758
948,1450,4,random,758
948,314,3,random,758
948,893,3,random,758
948,361,4,random,758
948,1504,4,random,758
948,1070,3,random,758
948,1334,5,random,758
948,554,2,random,758
948,1263,2,random,758
948,1657,4,random,758
948,1104,4,random,758
948,1588,3,random,758
948,992,5,random,758
948,954,2,random,758
948,894,5,random,758
948,1499,3,random,758
948,1215,5,random,758
948,550,4,random,758
948,661,4,random,758
948,503,2,random,758
948,178,4,random,758
948,572,3,random,758
948,925,3,random,758
948,500,5,random,758
948,1538,1,random,758
948,953,4,random,758
948,1169,4,random,758
948,1251,2,random,758
948,1370,3,random,758
948,778,2,random,758
948,689,3,random,758
948,59,4,random,758
948,1014,2,random,758
948,666,4,random,758
948,373,3,random,758
948,1000,3,random,758
948,435,3,random,758
948,727,3,random,758
948,1635,3,random,758
948,530,4,random,758
948,698,3,random,758
948,573,4,random,758
948,1222,2,random,758
948,1438,3,random,758
948,566,4,random,758
949,758,5,random,758
949,492,2,random,758
949,356,1,random,758
949,1132,4,random,758
949,154,5,random,758
949,321,3,random,758
949,6,3,random,758
949,838,4,random,758
949,924,4,random,758
949,1413,3,random,758
949,1218,5,random,758
949,964,4,random,758
949,597,3,random,758
949,67,3,random,758
949,475,3,random,758
949,591,5,random,758
949,1449,3,random,758
949,580,2,random,758
949,1441,3,random,758
949,931,3,random,758
949,146,4,random,758
949,1409,5,random,758
949,479,3,random,758
949,542,1,random,758
949,1615,3,random,758
949,1622,3,random,758
949,1282,2,random,758
949,1209,3,random,758
949,1356,4,random,758
949,1648,2,random,758
949,406,5,random,758
949,872,2,random,758
949,236,2,random,758
949,1117,4,random,758
949,461,5,random,758
949,1328,5,random,758
949,306,3,random,758
949,545,3,random,758
949,292,3,random,758
949,147,5,random,758
949,123,3,random,758
949,340,4,random,758
949,1625,4,random,758
949,630,2,random,758
949,1220,3,random,758
949,1535,5,random,758
949,1167,5,random,758
949,592,5,random,758
949,901,3,random,758
949,255,5,random,758
949,961,5,random,758
949,1412,2,random,758
949,623,4,random,758
949,1435,3,random,758
949,826,3,random,758
949,558,5,random,758
949,1026,1,random,758
949,1107,4,random,758
949,1013,5,random,758
949,898,2,random,758
949,165,5,random,758
949,1226,1,random,758
949,82,3,random,758
949,886,4,random,758
949,1506,3,random,758
949,661,4,random,758
949,1238,2,random,758
949,513,5,random,758
949,53,3,random,758
949,188,4,random,758
949,469,3,random,758
949,1382,3,random,758
949,1180,5,random,758
949,1204,5,random,758
949,43,4,random,758
949,1568,4,random,758
949,1378,5,random,758
949,552,3,random,758
949,1182,5,random,758
949,83,2,random,758
949,1564,3,random,758
949,1550,3,random,758
949,359,4,random,758
949,965,3,random,758
949,1064,2,random,758
950,758,5,random,758
950,479,2,random,758
950,1590,4,random,758
950,843,4,random,758
950,90,4,random,758
950,652,3,random,758
950,1527,3,random,758
950,970,3,random,758
950,1446,2,random,758
950,1663,3,random,758
950,782,3,random,758
950,792,3,random,758
950,1361,3,random,758
950,1624,2,random,758
950,1682,1,random,758
950,1337,3,random,758
950,312,4,random,758
950,1016,3,random,758
950,76,3,random,758
950,259,5,random,758
950,1030,2,random,758
950,1210,3,random,758
950,680,5,random,758
950,206,3,random,758
950,903,2,random,758
950,205,2,random,758
950,1079,5,random,758
950,937,4,random,758
950,32,3,random,758
950,1481,3,random,758
950,296,4,random,758
950,841,3,random,758
950,1342,5,random,758
950,317,5,random,758
950,154,4,random,758
950,963,3,random,758
950,1602,4,random,758
950,543,5,random,758
950,694,2,random,758
950,1278,5,random,758
950,1420,3,random,758
950,816,3,random,758
950,1332,1,random,758
950,165,5,random,758
950,673,2,random,758
950,1383,4,random,758
950,1094,5,random,758
950,780,4,random,758
950,649,4,random,758
950,1285,4,random,758
950,1473,5,random,758
950,1557,4,random,758
950,1001,2,random,758
950,1110,4,random,758
950,74,4,random,758
950,1266,3,random,758
950,141,3,random,758
950,481,4,random,758
950,1294,3,random,758
950,1403,3,random,758
950,589,4,random,758
950,466,4,random,758
950,1531,3,random,758
950,186,3,random,758
950,890,4,random,758
950,202,4,random,758
950,1559,1,random,758
950,1299,3,random,758
950,1443,5,random,758
950,910,3,random,758
950,341,4,random,758
950,1423,5,random,758
950,614,2,random,758
950,60,4,random,758
950,95,3,random,758
950,665,5,random,758
950,1632,2,random,758
950,115,3,random,758
950,601,4,random,758
950,735,4,random,758
950,769,3,random,758
950,884,3,random,758
950,299,2,random,758
950,501,2,random,758
950,1089,5,random,758
951,758,5,random,758
951,1143,4,random,758
951,750,4,random,758
951,185,4,random,758
951,1621,3,random,758
951,810,3,random,758
951,29,2,random,758
951,542,3,random,758
951,1100,3,random,758
951,254,4,random,758
951,933,3,random,758
951,755,5,random,758
951,1379,5,random,758
951,1535,5,random,758
951,1378,4,random,758
951,537,4,random,758
951,1199,4,random,758
951,782,4,random,758
951,1309,3,random,758
951,762,5,random,758
951,222,5,random,758
951,1384,5,random,758
951,479,4,random,758
951,967,4,random,758
951,52,4,random,758
951,1270,4,random,758
951,1151,4,random,758
951,672,3,random,758
951,1251,3,random,758
951,454,5,random,758
951,1328,4,random,758
951,130,4,random,758
951,1303,5,random,758
951,952,4,random,758
951,1437,4,random,758
951,619,3,random,758
951,1331,2,random,758
951,838,3,random,758
951,239,2,random,758
951,287,4,random,758
951,93,2,random,758
951,77,5,random,758
951,624,4,random,758
951,1010,4,random,758
951,238,3,random,758
951,200,4,random,758
951,481,1,random,758
951,1102,2,random,758
951,278,3,random,758
951,797,4,random,758
951,931,3,random,758
951,761,2,random,758
951,1375,4,random,758
951,1523,3,random,758
951,1428,2,random,758
951,1108,4,random,758
951,860,3,random,758
951,1204,5,random,758
951,1522,4,random,758
951,1490,4,random,758
951,317,4,random,758
951,851,3,random,758
951,1343,2,random,758
951,203,2,random,758
951,1004,5,random,758
951,1262,2,random,758
951,837,3,random,758
951,573,3,random,758
951,68,3,random,758
951,1415,3,random,758
951,760,1,random,758
951,445,2,random,758
951,910,2,random,758
951,912,3,random,758
951,484,3,random,758
951,743,3,random,758
951,204,4,random,758
951,1406,3,random,758
951,753,5,random,758
951,1117,3,random,758
951,1322,4,random,758
951,735,2,random,758
951,125,4,random,758
951,817,3,random,758
951,566,4,random,758
952,758,5,random,758
952,973,3,random,758
952,138,4,random,758
952,187,2,random,758
952,175,5,random,758
952,191,4,random,758
952,886,2,random,758
952,198,4,random,758
952,1526,4,random,758
952,1515,4,random,758
952,765,5,random,758
952,1664,3,random,758
952,267,3,random,758
952,1141,3,random,758
952,123,2,random,758
952,1203,3,random,758
952,1152,4,random,758
952,676,4,random,758
952,1374,3,random,758
952,251,3,random,758
952,843,4,random,758
952,725,3,random,758
952,1364,2,random,758
952,1538,3,random,758
952,868,3,random,758
952,1478,2,random,758
952,106,4,random,758
952,590,4,random,758
952,1231,4,random,758
952,640,4,random,758
952,721,4,random,758
952,213,3,random,758
952,1185,5,random,758
952,1041,5,random,758
952,436,4,random,758
952,317,4,random,758
952,1346,5,random,758
952,989,3,random,758
952,460,2,random,758
952,222,5,random,758
952,718,2,random,758
952,753,5,random,758
952,236,5,random,758
952,1563,4,random,758
952,571,4,random,758
952,1177,5,random,758
952,464,2,random,758
952,1655,2,random,758
952,880,3,random,758
952,1150,3,random,758
952,1573,2,random,758
952,1678,4,random,758
952,1275,4,random,758
952,1258,3,random,758
952,1384,5,random,758
952,1318,2,random,758
952,1142,2,random,758
952,54,4,random,758
952,1249,3,random,758
